0.200000 0.662877 
0.215625 0.509493 
0.231250 0.644388 
0.246875 0.679074 
0.262500 0.668383 
0.278125 0.656105 
0.293750 0.639267 
0.309375 0.613077 
0.325000 0.570295 
0.340625 0.503584 
0.356250 0.592873 
0.371875 0.639079 
0.387500 0.642973 
0.403125 0.636887 
0.418750 0.627489 
0.434375 0.616245 
0.450000 0.603449 
0.465625 0.589080 
0.481250 0.573095 
0.496875 0.555626 
0.512500 0.537297 
0.528125 0.519675 
0.543750 0.505784 
0.559375 0.500002 
0.575000 0.506254 
0.590625 0.524694 
0.606250 0.550307 
0.621875 0.576060 
0.637500 0.597095 
0.653125 0.611872 
0.668750 0.620934 
0.684375 0.625530 
0.700000 0.626886 
0.715625 0.625970 
0.731250 0.623488 
0.746875 0.619931 
0.762500 0.615641 
0.778125 0.610854 
0.793750 0.605736 
0.809375 0.600405 
0.825000 0.594946 
0.840625 0.589423 
0.856250 0.583885 
0.871875 0.578370 
0.887500 0.572911 
0.903125 0.567532 
0.918750 0.562257 
0.934375 0.557105 
0.950000 0.552094 
0.965625 0.547241 
0.981250 0.542561 
0.996875 0.538068 
1.012500 0.533775 
1.028125 0.529696 
1.043750 0.525843 
1.059375 0.522225 
1.075000 0.518853 
1.090625 0.515737 
1.106250 0.512885 
1.121875 0.510305 
1.137500 0.508003 
1.153125 0.505985 
1.168750 0.504255 
1.184375 0.502817 
1.200000 0.501674 
1.215625 0.500827 
1.231250 0.500276 
1.246875 0.500020 
1.262500 0.500058 
1.278125 0.500387 
1.293750 0.501002 
1.309375 0.501900 
1.325000 0.503075 
1.340625 0.504519 
1.356250 0.000000 
1.371875 0.508188 
1.387500 0.000000 
1.403125 0.512840 
1.418750 0.000000 
1.434375 0.518399 
1.450000 0.000000 
1.465625 0.524784 
1.481250 0.000000 
1.496875 0.000000 
1.512500 0.535715 
1.528125 0.000000 
1.543750 0.543776 
1.559375 0.000000 
1.575000 0.552352 
1.590625 0.556805 
1.606250 0.561355 
1.621875 0.565991 
1.637500 0.570703 
1.653125 0.575482 
1.668750 0.580318 
1.684375 0.585202 
1.700000 0.590127 
1.715625 0.595083 
1.731250 0.600063 
1.746875 0.605060 
1.762500 0.610067 
1.778125 0.615077 
1.793750 0.620085 
1.809375 0.625084 
1.825000 0.630069 
1.840625 0.635035 
1.856250 0.639977 
1.871875 0.644892 
1.887500 0.649775 
1.903125 0.654622 
1.918750 0.659431 
1.934375 0.664198 
1.950000 0.668921 
1.965625 0.673597 
1.981250 0.678223 
1.996875 0.682799 
2.012500 0.687322 
2.028125 0.691791 
2.043750 0.696204 
2.059375 0.700560 
2.075000 0.704858 
2.090625 0.709098 
2.106250 0.713279 
2.121875 0.717400 
2.137500 0.721461 
2.153125 0.725462 
2.168750 0.729403 
