0.200000 0.785398 0.529286 
0.200000 1.570796 0.225323 
0.200000 2.356194 0.757432 
0.200000 3.141593 0.973017 
0.200000 3.926991 0.548560 
0.200000 4.712389 0.291372 
0.200000 5.497787 0.478973 
0.200000 6.283185 0.756747 
0.200000 7.068583 0.877501 
0.200000 7.853982 0.885638 
0.200000 8.639380 0.916177 
0.200000 9.424778 1.006220 
0.200000 10.210176 0.998471 
0.200000 10.995574 0.694031 
0.200000 11.780972 0.313165 
0.200000 12.566371 0.451302 
0.200000 13.351769 0.929611 
0.200000 14.137167 0.736772 
0.200000 14.922565 0.194234 
0.200000 15.707963 0.501660 
0.200000 16.493361 0.890318 
0.200000 17.278760 0.420215 
0.200000 18.064158 0.171473 
0.200000 18.849556 0.623558 
0.200000 19.634954 0.830684 
0.200000 20.420352 0.521371 
0.200000 21.205750 0.253434 
0.200000 21.991149 0.279207 
0.200000 22.776547 0.408358 
0.200000 23.561945 0.457471 
0.200000 24.347343 0.445996 
0.200000 25.132741 0.518679 
0.200000 25.918139 0.743745 
0.200000 26.703538 0.900339 
0.200000 27.488936 0.648271 
0.200000 28.274334 0.243240 
0.200000 29.059732 0.465801 
0.200000 29.845130 1.009679 
0.200000 30.630528 0.715788 
0.200000 31.415927 0.229971 
0.200000 32.201325 0.726604 
0.200000 32.986723 1.094159 
0.200000 33.772121 0.549045 
0.200000 34.557519 0.288865 
0.200000 35.342917 0.756044 
0.200000 36.128316 1.098196 
0.200000 36.913714 0.952016 
0.200000 37.699112 0.692864 
0.200000 38.484510 0.607930 
0.200000 39.269908 0.624322 
0.200000 40.055306 0.560464 
0.200000 40.840704 0.389344 
0.200000 41.626103 0.324006 
0.200000 42.411501 0.597141 
0.200000 43.196899 0.966107 
0.200000 43.982297 0.787846 
0.200000 44.767695 0.236999 
0.200000 45.553093 0.396297 
0.200000 46.338492 0.967808 
0.200000 47.123890 0.637096 
0.200000 47.909288 0.164570 
0.200000 48.694686 0.649430 
0.200000 49.480084 0.977931 
0.200000 50.265482 0.503269 
0.200000 51.050881 0.215585 
0.200000 51.836279 0.525718 
0.200000 52.621677 0.872694 
0.200000 53.407075 0.921592 
0.200000 54.192473 0.826595 
0.200000 54.977871 0.783822 
0.200000 55.763270 0.793927 
0.200000 56.548668 0.714157 
0.200000 57.334066 0.449393 
0.200000 58.119464 0.201066 
0.200000 58.904862 0.376842 
0.200000 59.690260 0.836373 
0.200000 60.475659 0.741608 
0.200000 61.261057 0.186921 
0.200000 62.046455 0.382904 
0.200000 62.831853 0.933284 
0.200000 63.617251 0.558466 
0.200000 64.402649 0.160065 
0.200000 65.188048 0.672627 
0.200000 65.973446 1.022510 
0.200000 66.758844 0.631951 
0.200000 67.544242 0.286661 
0.200000 68.329640 0.437951 
0.200000 69.115038 0.763361 
0.200000 69.900437 0.930920 
0.200000 70.685835 0.948730 
0.200000 71.471233 0.985835 
0.200000 72.256631 1.111043 
0.200000 73.042029 1.144497 
0.200000 73.827427 0.824774 
0.200000 74.612826 0.355765 
0.200000 75.398224 0.449014 
0.200000 76.183622 1.043077 
0.200000 76.969020 0.954016 
0.200000 77.754418 0.276758 
0.200000 78.539816 0.478989 
0.200000 79.325215 1.039773 
0.200000 80.110613 0.635274 
0.200000 80.896011 0.174058 
0.200000 81.681409 0.544535 
0.200000 82.466807 0.917495 
0.200000 83.252205 0.712568 
0.200000 84.037603 0.360066 
0.200000 84.823002 0.260394 
0.200000 85.608400 0.341921 
0.200000 86.393798 0.393665 
0.200000 87.179196 0.360756 
0.200000 87.964594 0.382260 
0.200000 88.749992 0.611660 
0.200000 89.535391 0.891372 
0.200000 90.320789 0.760662 
0.200000 91.106187 0.266612 
0.200000 91.891585 0.292904 
0.200000 92.676983 0.888109 
0.200000 93.462381 0.780907 
0.200000 94.247780 0.194747 
0.200000 95.033178 0.516086 
0.200000 95.818576 1.006279 
0.200000 96.603974 0.594942 
0.200000 97.389372 0.226292 
0.200000 98.174770 0.584282 
0.200000 98.960169 0.985948 
0.200000 99.745567 0.944602 

0.215625 0.785398 0.529777 
0.215625 1.570796 0.225114 
0.215625 2.356194 0.748489 
0.215625 3.141593 0.980140 
0.215625 3.926991 0.595039 
0.215625 4.712389 0.321655 
0.215625 5.497787 0.432733 
0.215625 6.283185 0.645609 
0.215625 7.068583 0.737100 
0.215625 7.853982 0.734759 
0.215625 8.639380 0.793298 
0.215625 9.424778 0.973263 
0.215625 10.210176 1.033120 
0.215625 10.995574 0.681800 
0.215625 11.780972 0.312665 
0.215625 12.566371 0.623518 
0.215625 13.351769 1.007073 
0.215625 14.137167 0.548134 
0.215625 14.922565 0.258391 
0.215625 15.707963 0.771241 
0.215625 16.493361 0.841489 
0.215625 17.278760 0.338727 
0.215625 18.064158 0.282983 
0.215625 18.849556 0.634987 
0.215625 19.634954 0.792296 
0.215625 20.420352 0.698879 
0.215625 21.205750 0.600198 
0.215625 21.991149 0.582975 
0.215625 22.776547 0.559695 
0.215625 23.561945 0.424551 
0.215625 24.347343 0.220384 
0.215625 25.132741 0.218103 
0.215625 25.918139 0.547857 
0.215625 26.703538 0.686900 
0.215625 27.488936 0.273511 
0.215625 28.274334 0.178238 
0.215625 29.059732 0.702682 
0.215625 29.845130 0.639881 
0.215625 30.630528 0.161331 
0.215625 31.415927 0.451503 
0.215625 32.201325 0.960079 
0.215625 32.986723 0.798493 
0.215625 33.772121 0.405257 
0.215625 34.557519 0.374858 
0.215625 35.342917 0.592202 
0.215625 36.128316 0.729968 
0.215625 36.913714 0.726930 
0.215625 37.699112 0.752798 
0.215625 38.484510 0.945389 
0.215625 39.269908 1.143789 
0.215625 40.055306 0.957616 
0.215625 40.840704 0.476380 
0.215625 41.626103 0.529314 
0.215625 42.411501 1.137399 
0.215625 43.196899 1.042031 
0.215625 43.982297 0.426579 
0.215625 44.767695 0.692631 
0.215625 45.553093 1.230657 
0.215625 46.338492 0.914356 
0.215625 47.123890 0.446356 
0.215625 47.909288 0.593511 
0.215625 48.694686 0.989869 
0.215625 49.480084 1.168169 
0.215625 50.265482 1.154012 
0.215625 51.050881 1.133058 
0.215625 51.836279 1.135397 
0.215625 52.621677 1.027410 
0.215625 53.407075 0.704019 
0.215625 54.192473 0.369156 
0.215625 54.977871 0.448193 
0.215625 55.763270 0.801376 
0.215625 56.548668 0.648425 
0.215625 57.334066 0.159314 
0.215625 58.119464 0.314232 
0.215625 58.904862 0.626034 
0.215625 59.690260 0.284608 
0.215625 60.475659 0.077196 
0.215625 61.261057 0.420553 
0.215625 62.046455 0.577337 
0.215625 62.831853 0.334028 
0.215625 63.617251 0.136283 
