   1.0999999722116627E-003  0.99999338196448218        6.6180369898809484E-006   6.6180369940241880E-006  0.99999338196482657       -6.2231815297700521E-005   1.9007116917254239E-004   1.9007116917254242E-004   6.2231815297588984E-005   5.4755958125542340E-007  -2.7762598923706206E-007  -2.7762598923706206E-007  -5.4755958196970966E-007
   2.0999999469495378E-003  0.99997352804636130        2.6471956579244734E-005   2.6471956595817588E-005  0.99997352804704986       -1.2524070083865102E-004   3.7988477477951451E-004   3.7988477477951462E-004   1.2524070083822417E-004   2.0920848722263810E-006  -1.0573800109894649E-006  -1.0573800109894647E-006  -2.0920848749534620E-006
   3.0999999216874130E-003  0.99994043881977179        5.9561184632723065E-005   5.9561184670011563E-005  0.99994043882080397       -1.8902397160465938E-004   5.6943685268932582E-004   5.6943685268932593E-004   1.8902397160371198E-004   4.6355595571474861E-006  -2.3354706966453802E-006  -2.3354706966453797E-006  -4.6355595631855842E-006
   4.0999998964252882E-003  0.99989411524158733        1.0588476427643961E-004   1.0588476434272906E-004  0.99989411524296390       -2.5357891929743355E-004   7.5872344622458484E-004   7.5872344622458494E-004   2.5357891929575889E-004   8.1799409950786165E-006  -4.1080929983786770E-006  -4.1080929983786770E-006  -8.1799410057256580E-006
   5.0999998711631633E-003  0.99983455865139381        1.6544135592568067E-004   1.6544135602925559E-004  0.99983455865311499       -3.1890281241854241E-004   9.4774060628109236E-004   9.4774060628109247E-004   3.1890281241593241E-004   1.2727160162793008E-005  -6.3714282876746976E-006  -6.3714282876746976E-006  -1.2727160179346610E-005
   6.0999998459010385E-003  0.99976177077144723        2.3822923732363336E-004   2.3822923747277732E-004  0.99976177077351225       -3.8499289635007626E-004   1.1364843914466131E-003   1.1364843914466131E-003   3.8499289634632140E-004   1.8279121598353364E-005  -9.1216444542370419E-006  -9.1216444542370419E-006  -1.8279121622110829E-005
   7.0999998206389137E-003  0.99967575370662698        3.2424630359118993E-004   3.2424630379418511E-004  0.99967575370903627       -4.5184639343600480E-004   1.3249508681194221E-003   1.3249508681194221E-003   4.5184639343089414E-004   2.4837703345377673E-005  -1.2354896005272814E-005  -1.2354896005272814E-005  -2.4837703377635981E-005
   8.0999997953767888E-003  0.99957650994437364        4.2349006728781681E-004   4.2349006755294376E-004  0.99957650994712732       -5.1946050306422972E-004   1.5131361106266248E-003   1.5131361106266250E-003   5.1946050305755071E-004   3.2404756897996370E-005  -1.6067324165153803E-005  -1.6067324165153803E-005  -3.2404756940052166E-005
   9.0999997701146640E-003  0.99946404235461717        5.3595765848348550E-004   5.3595765881902309E-004  0.99946404235771547       -5.8783240174932938E-004   1.7010362013422427E-003   1.7010362013422430E-003   5.8783240174086837E-004   4.0982107146502406E-005  -2.0255056975451028E-005  -2.0255056975451028E-005  -4.0982107199651982E-005
   1.0099999744852539E-002  0.99933835418969286        6.6164582484166577E-004   6.6164582525589128E-004  0.99933835419313610       -6.5695924321599458E-004   1.8886472308050676E-003   1.8886472308050678E-003   6.5695924320553615E-004   5.0571552323695868E-005  -2.4914209395340089E-005  -2.4914209395340089E-005  -5.0571552389235164E-005
   1.1099999719590414E-002  0.99919944908425118        8.0055093171337781E-004   8.0055093221456522E-004  0.99919944908803882       -7.2683815848315059E-004   2.0759652978362738E-003   2.0759652978362738E-003   7.2683815847047757E-004   6.1174863951924738E-005  -3.0040883402374707E-005  -3.0040883402374707E-005  -6.1174864031149329E-005
   1.2099999694328289E-002  0.99904733105514831        9.5266896224229663E-004   9.5266896283871831E-004  0.99904733105928156       -7.9746625594876493E-004   2.2629865096567879E-003   2.2629865096567879E-003   7.9746625593365918E-004   7.2793786790823362E-005  -3.5631168093625985E-005  -3.5631168093625978E-005  -7.2793786885028429E-005
   1.3099999669066165E-002  0.99888200450133235        1.1179955174809135E-003   1.1179955181808377E-003  0.99888200450581044       -8.6884062147533762E-004   2.4497069820044190E-003   2.4497069820044190E-003   8.6884062145757969E-004   8.5430038785750043E-005  -4.1681139787184618E-005  -4.1681139787184604E-005  -8.5430038896230407E-005
   1.4099999643804040E-002  0.99870347420371186        1.2965258165177421E-003   1.2965258173294361E-003  0.99870347420853656       -9.4095831847607102E-004   2.6361228392507282E-003   2.6361228392507282E-003   9.4095831845543963E-004   9.9085311016925570E-005  -4.8186862124023581E-005  -4.8186862124023567E-005  -9.9085311144975647E-005
   1.5099999618541915E-002  0.99851174532502729        1.4882546966155773E-003   1.4882546975473030E-003  0.99851174533019837       -1.0138163880017178E-003   2.8222302145176556E-003   2.8222302145176556E-003   1.0138163879779899E-003   1.1376126764927386E-004  -5.5144386170218632E-005  -5.5144386170218618E-005  -1.1376126779618765E-004
   1.6099999593279790E-002  0.99830682340969057        1.6931766133607867E-003   1.6931766144208046E-003  0.99830682341520793       -1.0874118488281028E-003   3.0080252497938875E-003   3.0080252497938875E-003   1.0874118488010543E-003   1.2945954588296642E-004  -6.2549750519523957E-005  -6.2549750519523943E-005  -1.2945954605003750E-004
   1.7099999568017665E-002  0.99808871438363234        1.9112856408236480E-003   1.9112856420202128E-003  0.99808871438949631       -1.1617416975443187E-003   3.1935040960509617E-003   3.1935040960509617E-003   1.1617416975137236E-003   1.4618175590467203E-004  -7.0398981396300447E-005  -7.0398981396300434E-005  -1.4618175609319356E-004
   1.8099999542755540E-002  0.99785742455412585        2.1425754717297081E-003   2.1425754730710735E-003  0.99785742456033777       -1.2368029086415888E-003   3.3786629133591112E-003   3.3786629133591112E-003   1.2368029086072209E-003   1.6392948083951311E-004  -7.8688092758793786E-005  -7.8688092758793772E-005  -1.6392948105077787E-004
   1.9099999517493416E-002  0.99761296060960947        2.3870394176421857E-003   2.3870394191365975E-003  0.99761296061616855       -1.3125924346028004E-003   3.5634978710028424E-003   3.5634978710028424E-003   1.3125924345644305E-003   1.8270427670373022E-004  -8.7413086402759769E-005  -8.7413086402759755E-005  -1.8270427693903052E-004
   2.0099999492231291E-002  0.99735532961948803        2.6446704091553819E-003   2.6446704108110831E-003  0.99735532962639539       -1.3891072059926991E-003   3.7480051475962390E-003   3.7480051475962390E-003   1.3891072059500971E-003   2.0250767235805621E-004  -9.6569952065434360E-005  -9.6569952065434346E-005  -2.0250767261868383E-004
   2.1099999466969166E-002  0.99708453903393179        2.9154609960991124E-003   2.9154609979243433E-003  0.99708453904118710       -1.4663441315487468E-003   3.9321809311979967E-003   3.9321809311979967E-003   1.4663441315016811E-003   2.2334116946180090E-004  -1.0615466752984536E-004  -1.0615466752984535E-004  -2.2334116974904726E-004
   2.2099999441707041E-002  0.99680059668365950        3.1994033477541540E-003   3.1994033497571507E-003  0.99680059669126431       -1.5443000982726380E-003   4.1160214194261779E-003   4.1160214194261779E-003   1.5443000982208756E-003   2.4520624242764863E-004  -1.1616319872946360E-004  -1.1616319872946360E-004  -2.4520624274280468E-004
   2.3099999416444916E-002  0.99650351077971311        3.4964892530786971E-003   3.4964892552676835E-003  0.99650351078766719       -1.6229719715224738E-003   4.2995228195726850E-003   4.2995228195726850E-003   1.6229719714657793E-003   2.6810433837716908E-004  -1.2659149985319029E-004  -1.2659149985319029E-004  -2.6810433872152524E-004
   2.4099999391182791E-002  0.99619328991322020        3.8067101209457847E-003   3.8067101233289838E-003  0.99619328992152412       -1.7023565951055865E-003   4.4826813487174582E-003   4.4826813487174582E-003   1.7023565950437243E-003   2.9203687709704340E-004  -1.3743551345067855E-004  -1.3743551345067855E-004  -2.9203687747188960E-004
   2.5099999365920667E-002  0.99586994305514376        4.1300569803917530E-003   4.1300569829773835E-003  0.99586994306379817       -1.7824507913720184E-003   4.6654932338423645E-003   4.6654932338423645E-003   1.7824507913047506E-003   3.1700525099600629E-004  -1.4869117053798575E-004  -1.4869117053798575E-004  -3.1700525140263198E-004


   9.9999997473787516E-004  0.99999338179194719        6.6182082033861858E-006   6.6182082038080387E-006  0.99999338179198116       -6.2231815300583577E-005   1.9007116918185105E-004   1.9007116918185105E-004   6.2231815300563343E-005   5.4757210757747413E-007  -2.7761341018161857E-007  -2.7761341018161857E-007  -5.4757210770777363E-007
